total_comments,root_degree,avg_tree_size,avg_depth
1,1,1.0,1.0
1,1,1.0,1.0
29,9,3.2,2.7
1,1,1.0,1.0
4,2,2.0,2.0
111,45,2.5,1.6
2,1,2.0,2.0
1,1,1.0,1.0
12,2,6.0,6.0
2,2,1.0,1.0
1,1,1.0,1.0
1,1,1.0,1.0
1,1,1.0,1.0
1,1,1.0,1.0
59,9,6.6,4.0
1,1,1.0,1.0
1,1,1.0,1.0
5,4,1.2,1.2
1,1,1.0,1.0
1,1,1.0,1.0
87,30,2.9,1.7
1,1,1.0,1.0
11,7,1.6,1.6
247,58,4.3,2.6
1,1,1.0,1.0
1,1,1.0,1.0
157,31,5.1,2.2
2,2,1.0,1.0
2,2,1.0,1.0
1,1,1.0,1.0
1,1,1.0,1.0
7,2,3.5,2.5
18,5,3.6,3.0
115,19,6.1,5.3
1,1,1.0,1.0
41,17,2.4,1.6
1,1,1.0,1.0
1,1,1.0,1.0
2,2,1.0,1.0
1,1,1.0,1.0
1,1,1.0,1.0
1,1,1.0,1.0
2,2,1.0,1.0
1,1,1.0,1.0
1,1,1.0,1.0
9,7,1.3,1.3
1,1,1.0,1.0
12,9,1.3,1.2
1,1,1.0,1.0
2,1,2.0,2.0
1,1,1.0,1.0
9,7,1.3,1.3
3,3,1.0,1.0
1,1,1.0,1.0
9,2,4.5,3.0
1,1,1.0,1.0
26,11,2.4,2.3
1,1,1.0,1.0
2,1,2.0,2.0
4,2,2.0,2.0
1,1,1.0,1.0
81,5,16.2,6.2
1,1,1.0,1.0
11,11,1.0,1.0
2,1,2.0,2.0
2,2,1.0,1.0
514,70,7.3,2.3
3,2,1.5,1.5
3,2,1.5,1.5
67,15,4.5,3.0
2,2,1.0,1.0
15,10,1.5,1.4
10,8,1.2,1.2
1,1,1.0,1.0
2,2,1.0,1.0
27,10,2.7,2.1
1,1,1.0,1.0
7,5,1.4,1.4
62,26,2.4,1.8
6,2,3.0,2.5
36,23,1.6,1.4
36,24,1.5,1.3
1,1,1.0,1.0
76,46,1.7,1.4
16,6,2.7,1.8
1,1,1.0,1.0
15,10,1.5,1.5
1,1,1.0,1.0
1,1,1.0,1.0
11,9,1.2,1.2
29,16,1.8,1.4
1,1,1.0,1.0
1,1,1.0,1.0
16,6,2.7,2.2
7,2,3.5,3.5
1,1,1.0,1.0
14,5,2.8,2.0
13,4,3.2,2.5
1,1,1.0,1.0
2,2,1.0,1.0
4,2,2.0,1.5
2,2,1.0,1.0
1,1,1.0,1.0
1,1,1.0,1.0
2,2,1.0,1.0
6,3,2.0,2.0
1,1,1.0,1.0
2,1,2.0,2.0
7,3,2.3,2.3
1,1,1.0,1.0
1,1,1.0,1.0
4,4,1.0,1.0
43,10,4.3,3.0
79,79,1.0,1.0
2,2,1.0,1.0
1,1,1.0,1.0
11,6,1.8,1.5
62,13,4.8,2.8
2,2,1.0,1.0
3,3,1.0,1.0
48,14,3.4,2.4
1,1,1.0,1.0
22,10,2.2,1.8
2,1,2.0,2.0
1,1,1.0,1.0
13,4,3.2,3.2
18,13,1.4,1.3
1,1,1.0,1.0
2,2,1.0,1.0
1,1,1.0,1.0
6,2,3.0,2.5
14,6,2.3,2.2
1,1,1.0,1.0
11,6,1.8,1.3
1,1,1.0,1.0
115,43,2.7,1.8
30,6,5.0,3.5
22,7,3.1,3.0
2,2,1.0,1.0
5,4,1.2,1.2
1,1,1.0,1.0
10,5,2.0,2.0
78,37,2.1,1.6
1,1,1.0,1.0
3,1,3.0,2.0
1,1,1.0,1.0
65,47,1.4,1.3
1,1,1.0,1.0
1,1,1.0,1.0
1,1,1.0,1.0
128,31,4.1,2.2
30,16,1.9,1.7
1,1,1.0,1.0
2,2,1.0,1.0
1,1,1.0,1.0
1,1,1.0,1.0
5,4,1.2,1.2
3,3,1.0,1.0
10,5,2.0,2.0
7,5,1.4,1.4
33,10,3.3,2.6
1,1,1.0,1.0
1,1,1.0,1.0
1,1,1.0,1.0
6,3,2.0,1.7
4,2,2.0,1.5
9,6,1.5,1.3
2,1,2.0,2.0
1,1,1.0,1.0
151,49,3.1,2.2
2,1,2.0,2.0
1,1,1.0,1.0
1,1,1.0,1.0
1,1,1.0,1.0
1,1,1.0,1.0
1,1,1.0,1.0
1,1,1.0,1.0
10,7,1.4,1.3
1,1,1.0,1.0
10,8,1.2,1.2
12,3,4.0,2.7
204,39,5.2,2.4
15,9,1.7,1.6
2,1,2.0,2.0
1,1,1.0,1.0
7,3,2.3,1.7
2,2,1.0,1.0
1,1,1.0,1.0
9,4,2.2,2.2
18,7,2.6,2.3
1,1,1.0,1.0
56,12,4.7,3.8
1,1,1.0,1.0
36,16,2.2,1.8
1,1,1.0,1.0
27,7,3.9,2.0
4,4,1.0,1.0
145,38,3.8,2.4
1,1,1.0,1.0
2,1,2.0,2.0
1,1,1.0,1.0
1,1,1.0,1.0
8,5,1.6,1.6
5,3,1.7,1.3
12,6,2.0,2.0
1,1,1.0,1.0
1,1,1.0,1.0
3,2,1.5,1.5
12,8,1.5,1.2
1,1,1.0,1.0
8,4,2.0,1.8
11,5,2.2,2.0
3,2,1.5,1.5
4,2,2.0,2.0
10,5,2.0,1.6
2,2,1.0,1.0
1,1,1.0,1.0
4,2,2.0,2.0
1,1,1.0,1.0
1,1,1.0,1.0
1,1,1.0,1.0
1,1,1.0,1.0
12,4,3.0,2.5
1,1,1.0,1.0
1,1,1.0,1.0
5,3,1.7,1.3
4,4,1.0,1.0
225,56,4.0,1.9
63,11,5.7,3.6
1,1,1.0,1.0
6,5,1.2,1.2
18,9,2.0,1.7
2,1,2.0,2.0
8,6,1.3,1.3
3,2,1.5,1.5
1,1,1.0,1.0
8,3,2.7,2.3
1,1,1.0,1.0
2,1,2.0,2.0
34,10,3.4,2.7
1,1,1.0,1.0
6,2,3.0,3.0
719,571,1.3,1.2
5,2,2.5,2.5
1,1,1.0,1.0
40,13,3.1,2.3
1,1,1.0,1.0
1,1,1.0,1.0
2,1,2.0,2.0
1,1,1.0,1.0
1,1,1.0,1.0
12,9,1.3,1.2
5,4,1.2,1.2
33,10,3.3,2.6
15,4,3.8,3.8
5,4,1.2,1.2
1,1,1.0,1.0
73,20,3.6,2.5
2,2,1.0,1.0
32,11,2.9,2.0
4,3,1.3,1.3
54,36,1.5,1.3
1,1,1.0,1.0
11,7,1.6,1.6
4,4,1.0,1.0
12,4,3.0,2.0
1,1,1.0,1.0
1,1,1.0,1.0
1,1,1.0,1.0
1,1,1.0,1.0
3,1,3.0,2.0
25,12,2.1,1.8
2,2,1.0,1.0
14,5,2.8,2.0
2,2,1.0,1.0
17,5,3.4,2.6
2,2,1.0,1.0
32,13,2.5,1.8
3,3,1.0,1.0
1,1,1.0,1.0
1,1,1.0,1.0
1,1,1.0,1.0
51,7,7.3,3.9
8,4,2.0,2.0
3,2,1.5,1.5
20,7,2.9,2.0
6,3,2.0,1.7
2,1,2.0,2.0
2,1,2.0,2.0
13,5,2.6,1.6
1,1,1.0,1.0
1,1,1.0,1.0
4,4,1.0,1.0
12,10,1.2,1.2
28,14,2.0,1.7
16,7,2.3,1.7
1,1,1.0,1.0
2,1,2.0,2.0
2,1,2.0,2.0
1,1,1.0,1.0
3,3,1.0,1.0
1,1,1.0,1.0
3,3,1.0,1.0
2,2,1.0,1.0
3,2,1.5,1.5
13,4,3.2,2.0
25,9,2.8,2.1
1,1,1.0,1.0
1,1,1.0,1.0
1,1,1.0,1.0
3,2,1.5,1.5
73,25,2.9,2.3
4,3,1.3,1.3
11,6,1.8,1.5
2,2,1.0,1.0
1,1,1.0,1.0
1,1,1.0,1.0
25,11,2.3,2.0
1,1,1.0,1.0
1,1,1.0,1.0
1,1,1.0,1.0
1,1,1.0,1.0
1,1,1.0,1.0
59,16,3.7,2.2
1,1,1.0,1.0
1,1,1.0,1.0
2,2,1.0,1.0
1,1,1.0,1.0
7,3,2.3,2.3
3,3,1.0,1.0
152,34,4.5,2.1
7,6,1.2,1.2
10,7,1.4,1.4
1,1,1.0,1.0
4,2,2.0,2.0
1,1,1.0,1.0
5,2,2.5,2.5
15,4,3.8,3.2
40,11,3.6,2.2
1,1,1.0,1.0
3,2,1.5,1.5
7,7,1.0,1.0
1,1,1.0,1.0
1,1,1.0,1.0
15,6,2.5,2.0
3,3,1.0,1.0
1,1,1.0,1.0
1,1,1.0,1.0
7,6,1.2,1.2
21,8,2.6,2.4
2,2,1.0,1.0
1,1,1.0,1.0
2,2,1.0,1.0
1,1,1.0,1.0
44,4,11.0,6.8
26,17,1.5,1.5
3,3,1.0,1.0
1,1,1.0,1.0
13,5,2.6,2.0
1,1,1.0,1.0
3,3,1.0,1.0
6,2,3.0,2.5
1,1,1.0,1.0
28,8,3.5,2.4
2,2,1.0,1.0
3,2,1.5,1.5
1,1,1.0,1.0
1,1,1.0,1.0
1,1,1.0,1.0
1,1,1.0,1.0
6,5,1.2,1.2
17,5,3.4,2.2
5,3,1.7,1.7
1,1,1.0,1.0
44,38,1.2,1.1
27,14,1.9,1.6
1,1,1.0,1.0
4,4,1.0,1.0
1,1,1.0,1.0
1,1,1.0,1.0
15,10,1.5,1.4
8,6,1.3,1.3
1,1,1.0,1.0
1,1,1.0,1.0
15,4,3.8,1.8
2,2,1.0,1.0
1,1,1.0,1.0
2,2,1.0,1.0
25,10,2.5,1.6
48,23,2.1,1.6
3,2,1.5,1.5
61,43,1.4,1.3
2,2,1.0,1.0
8,8,1.0,1.0
2,2,1.0,1.0
1,1,1.0,1.0
2,2,1.0,1.0
2,2,1.0,1.0
2,2,1.0,1.0
10,2,5.0,4.5
5,3,1.7,1.7
3,2,1.5,1.5
5,2,2.5,2.5
8,6,1.3,1.3
225,60,3.8,2.4
97,35,2.8,2.1
2,2,1.0,1.0
9,4,2.2,2.2
2,2,1.0,1.0
18,6,3.0,2.7
2,1,2.0,2.0
2,1,2.0,2.0
1,1,1.0,1.0
3,2,1.5,1.5
11,1,11.0,8.0
10,8,1.2,1.2
2,1,2.0,2.0
12,4,3.0,2.0
1,1,1.0,1.0
1,1,1.0,1.0
1,1,1.0,1.0
7,5,1.4,1.4
21,10,2.1,1.6
1,1,1.0,1.0
1,1,1.0,1.0
7,5,1.4,1.4
1,1,1.0,1.0
2,1,2.0,2.0
1,1,1.0,1.0
4,4,1.0,1.0
2,2,1.0,1.0
2,1,2.0,2.0
2,2,1.0,1.0
2,1,2.0,2.0
2,1,2.0,2.0
1,1,1.0,1.0
47,22,2.1,1.8
2,1,2.0,2.0
1,1,1.0,1.0
6,4,1.5,1.2
1,1,1.0,1.0
1,1,1.0,1.0
1,1,1.0,1.0
1,1,1.0,1.0
410,137,3.0,2.0
1,1,1.0,1.0
1,1,1.0,1.0
3,2,1.5,1.5
3,3,1.0,1.0
11,5,2.2,2.0
43,15,2.9,2.2
1,1,1.0,1.0
2,2,1.0,1.0
1,1,1.0,1.0
1,1,1.0,1.0
1,1,1.0,1.0
2,1,2.0,2.0
4,2,2.0,1.5
2,1,2.0,2.0
1,1,1.0,1.0
2,1,2.0,2.0
1,1,1.0,1.0
12,7,1.7,1.6
1,1,1.0,1.0
1,1,1.0,1.0
13,9,1.4,1.4
2,1,2.0,2.0
1,1,1.0,1.0
2,2,1.0,1.0
6,4,1.5,1.2
1,1,1.0,1.0
5,1,5.0,4.0
1,1,1.0,1.0
6,4,1.5,1.5
38,22,1.7,1.4
501,188,2.7,1.8
1,1,1.0,1.0
37,8,4.6,2.5
11,8,1.4,1.4
105,27,3.9,2.3
2,2,1.0,1.0
2,2,1.0,1.0
1,1,1.0,1.0
216,64,3.4,2.1
1,1,1.0,1.0
2,2,1.0,1.0
2,2,1.0,1.0
6,4,1.5,1.5
2,1,2.0,2.0
1,1,1.0,1.0
24,8,3.0,2.5
16,10,1.6,1.5
1,1,1.0,1.0
1,1,1.0,1.0
5,5,1.0,1.0
8,2,4.0,3.5
1,1,1.0,1.0
55,11,5.0,2.9
15,5,3.0,2.2
1,1,1.0,1.0
9,6,1.5,1.3
11,8,1.4,1.2
1,1,1.0,1.0
4,4,1.0,1.0
6,4,1.5,1.5
17,7,2.4,1.9
28,7,4.0,3.4
1,1,1.0,1.0
61,20,3.0,2.3
8,6,1.3,1.2
29,12,2.4,2.0
2,1,2.0,2.0
30,11,2.7,2.5
1,1,1.0,1.0
1,1,1.0,1.0
1,1,1.0,1.0
1,1,1.0,1.0
3,2,1.5,1.5
4,3,1.3,1.3
775,189,4.1,2.0
4,3,1.3,1.3
4,4,1.0,1.0
1,1,1.0,1.0
1,1,1.0,1.0
1,1,1.0,1.0
1,1,1.0,1.0
15,4,3.8,3.0
1,1,1.0,1.0
1,1,1.0,1.0
2,2,1.0,1.0
2,2,1.0,1.0
3,3,1.0,1.0
3,2,1.5,1.5
2,2,1.0,1.0
4,3,1.3,1.3
1,1,1.0,1.0
1,1,1.0,1.0
56,12,4.7,3.2
3,3,1.0,1.0
10,4,2.5,2.0
1,1,1.0,1.0
68,62,1.1,1.1
1,1,1.0,1.0
6,5,1.2,1.2
1,1,1.0,1.0
9,6,1.5,1.3
161,19,8.5,3.3
2,2,1.0,1.0
1,1,1.0,1.0
121,30,4.0,2.2
2,1,2.0,2.0
2,2,1.0,1.0
1,1,1.0,1.0
5,2,2.5,1.5
13,7,1.9,1.4
47,18,2.6,2.0
5,1,5.0,5.0
9,6,1.5,1.5
19,6,3.2,2.5
1,1,1.0,1.0
4,3,1.3,1.3
3,1,3.0,3.0
12,8,1.5,1.4
4,3,1.3,1.3
14,8,1.8,1.6
2,2,1.0,1.0
113,66,1.7,1.3
1,1,1.0,1.0
5,2,2.5,2.5
9,8,1.1,1.1
5,3,1.7,1.7
1,1,1.0,1.0
2,1,2.0,2.0
1,1,1.0,1.0
4,4,1.0,1.0
2,1,2.0,2.0
5,5,1.0,1.0
21,13,1.6,1.4
2,1,2.0,2.0
3,3,1.0,1.0
2,1,2.0,2.0
2,1,2.0,2.0
40,22,1.8,1.6
66,19,3.5,1.6
2,1,2.0,2.0
48,19,2.5,1.9
1,1,1.0,1.0
1,1,1.0,1.0
2,2,1.0,1.0
1,1,1.0,1.0
2,2,1.0,1.0
2,1,2.0,2.0
29,7,4.1,2.6
52,27,1.9,1.6
3,3,1.0,1.0
1,1,1.0,1.0
1,1,1.0,1.0
4,4,1.0,1.0
1,1,1.0,1.0
19,16,1.2,1.1
1,1,1.0,1.0
1,1,1.0,1.0
9,4,2.2,1.5
1,1,1.0,1.0
2,2,1.0,1.0
1,1,1.0,1.0
8,6,1.3,1.3
15,11,1.4,1.4
1,1,1.0,1.0
111,25,4.4,2.7
4,3,1.3,1.3
1,1,1.0,1.0
1,1,1.0,1.0
20,13,1.5,1.3
11,9,1.2,1.2
10,7,1.4,1.3
976,174,5.6,2.2
5,3,1.7,1.7
1,1,1.0,1.0
4,3,1.3,1.3
2,1,2.0,2.0
3,2,1.5,1.5
1,1,1.0,1.0
14,6,2.3,2.2
1,1,1.0,1.0
2,1,2.0,2.0
20,8,2.5,2.4
1,1,1.0,1.0
39,17,2.3,2.2
1,1,1.0,1.0
10,5,2.0,2.0
44,12,3.7,2.4
6,6,1.0,1.0
33,16,2.1,1.6
1,1,1.0,1.0
6,5,1.2,1.2
8,3,2.7,2.7
2,2,1.0,1.0
1,1,1.0,1.0
3,3,1.0,1.0
9,3,3.0,2.3
1,1,1.0,1.0
2,2,1.0,1.0
10,3,3.3,3.0
1,1,1.0,1.0
9,6,1.5,1.5
8,6,1.3,1.3
3,2,1.5,1.5
4,2,2.0,2.0
1,1,1.0,1.0
25,6,4.2,2.8
1,1,1.0,1.0
4,4,1.0,1.0
7,3,2.3,2.0
1,1,1.0,1.0
1,1,1.0,1.0
1,1,1.0,1.0
13,5,2.6,2.0
21,10,2.1,1.6
1,1,1.0,1.0
6,4,1.5,1.2
2,2,1.0,1.0
1,1,1.0,1.0
1,1,1.0,1.0
1,1,1.0,1.0
5,5,1.0,1.0
3,2,1.5,1.5
1,1,1.0,1.0
8,4,2.0,2.0
1,1,1.0,1.0
8,6,1.3,1.3
1,1,1.0,1.0
9,8,1.1,1.1
1,1,1.0,1.0
11,6,1.8,1.8
49,21,2.3,1.9
13,3,4.3,4.0
2,2,1.0,1.0
1,1,1.0,1.0
13,11,1.2,1.2
1,1,1.0,1.0
1,1,1.0,1.0
1,1,1.0,1.0
1,1,1.0,1.0
1,1,1.0,1.0
6,5,1.2,1.2
1,1,1.0,1.0
1,1,1.0,1.0
1,1,1.0,1.0
1,1,1.0,1.0
15,4,3.8,2.0
5,3,1.7,1.7
2,2,1.0,1.0
5,3,1.7,1.7
2,2,1.0,1.0
22,6,3.7,2.7
3,3,1.0,1.0
1,1,1.0,1.0
2,2,1.0,1.0
79,31,2.5,1.7
1,1,1.0,1.0
1,1,1.0,1.0
38,14,2.7,2.4
2,1,2.0,2.0
2,2,1.0,1.0
16,7,2.3,1.7
1,1,1.0,1.0
4,4,1.0,1.0
1,1,1.0,1.0
1,1,1.0,1.0
4,1,4.0,2.0
1,1,1.0,1.0
9,7,1.3,1.3
2,2,1.0,1.0
1,1,1.0,1.0
26,9,2.9,2.3
1,1,1.0,1.0
13,2,6.5,4.5
6,4,1.5,1.5
3,2,1.5,1.5
1,1,1.0,1.0
1,1,1.0,1.0
46,17,2.7,2.1
1,1,1.0,1.0
1,1,1.0,1.0
4,4,1.0,1.0
9,3,3.0,2.0
8,2,4.0,4.0
3,2,1.5,1.5
3,3,1.0,1.0
5,1,5.0,2.0
18,10,1.8,1.6
20,5,4.0,3.0
17,14,1.2,1.1
8,4,2.0,1.5
1,1,1.0,1.0
2,2,1.0,1.0
28,15,1.9,1.5
4,1,4.0,3.0
2,1,2.0,2.0
12,4,3.0,1.8
1,1,1.0,1.0
1,1,1.0,1.0
1,1,1.0,1.0
17,4,4.2,3.2
1,1,1.0,1.0
1,1,1.0,1.0
516,260,2.0,1.3
1,1,1.0,1.0
1,1,1.0,1.0
7,4,1.8,1.2
1,1,1.0,1.0
1,1,1.0,1.0
1,1,1.0,1.0
1,1,1.0,1.0
5,5,1.0,1.0
1,1,1.0,1.0
1,1,1.0,1.0
1,1,1.0,1.0
18,10,1.8,1.8
57,21,2.7,2.0
1,1,1.0,1.0
1,1,1.0,1.0
2,1,2.0,2.0
4,2,2.0,2.0
11,7,1.6,1.6
1,1,1.0,1.0
66,15,4.4,2.4
145,60,2.4,1.9
20,9,2.2,2.0
1,1,1.0,1.0
4,2,2.0,1.5
1,1,1.0,1.0
21,11,1.9,1.7
3,3,1.0,1.0
70,30,2.3,1.7
1,1,1.0,1.0
33,7,4.7,2.6
7,1,7.0,7.0
3,2,1.5,1.5
9,4,2.2,1.8
12,6,2.0,1.8
5,3,1.7,1.7
1,1,1.0,1.0
1,1,1.0,1.0
4,2,2.0,1.5
19,4,4.8,3.5
1,1,1.0,1.0
13,4,3.2,2.0
2,2,1.0,1.0
2,2,1.0,1.0
3,2,1.5,1.5
1,1,1.0,1.0
1,1,1.0,1.0
49,14,3.5,2.3
24,4,6.0,3.2
1,1,1.0,1.0
2,2,1.0,1.0
14,10,1.4,1.4
51,20,2.6,1.8
1,1,1.0,1.0
1,1,1.0,1.0
2,2,1.0,1.0
1,1,1.0,1.0
1,1,1.0,1.0
26,11,2.4,1.8
1,1,1.0,1.0
1,1,1.0,1.0
2,1,2.0,2.0
2,1,2.0,2.0
1,1,1.0,1.0
1,1,1.0,1.0
1,1,1.0,1.0
1,1,1.0,1.0
6,4,1.5,1.5
4,2,2.0,2.0
1,1,1.0,1.0
12,5,2.4,2.0
10,10,1.0,1.0
5,3,1.7,1.7
2,2,1.0,1.0
54,5,10.8,4.6
44,14,3.1,2.3
216,48,4.5,2.1
23,14,1.6,1.6
3,3,1.0,1.0
1,1,1.0,1.0
1,1,1.0,1.0
1,1,1.0,1.0
2,2,1.0,1.0
38,7,5.4,3.3
1,1,1.0,1.0
2,2,1.0,1.0
4,2,2.0,2.0
10,4,2.5,2.0
8,7,1.1,1.1
8,3,2.7,2.7
7,5,1.4,1.2
41,21,2.0,1.7
6,4,1.5,1.5
265,143,1.9,1.3
8,8,1.0,1.0
120,31,3.9,2.1
2,2,1.0,1.0
1,1,1.0,1.0
49,16,3.1,2.5
2,2,1.0,1.0
1,1,1.0,1.0
1,1,1.0,1.0
1,1,1.0,1.0
1,1,1.0,1.0
23,15,1.5,1.5
4,3,1.3,1.3
3,2,1.5,1.5
16,11,1.5,1.5
1,1,1.0,1.0
1,1,1.0,1.0
1,1,1.0,1.0
1,1,1.0,1.0
4,4,1.0,1.0
7,4,1.8,1.8
1,1,1.0,1.0
8,5,1.6,1.6
1,1,1.0,1.0
1,1,1.0,1.0
1,1,1.0,1.0
1,1,1.0,1.0
1,1,1.0,1.0
5,2,2.5,2.5
18,7,2.6,2.1
4,2,2.0,2.0
3,2,1.5,1.5
1,1,1.0,1.0
4,4,1.0,1.0
9,7,1.3,1.3
2,1,2.0,2.0
13,5,2.6,2.0
2,1,2.0,2.0
4,4,1.0,1.0
1,1,1.0,1.0
2,2,1.0,1.0
1,1,1.0,1.0
1,1,1.0,1.0
5,2,2.5,2.0
3,2,1.5,1.5
2,1,2.0,2.0
4,2,2.0,2.0
1,1,1.0,1.0
21,11,1.9,1.8
4,3,1.3,1.3
3,2,1.5,1.5
162,24,6.8,2.8
1,1,1.0,1.0
1,1,1.0,1.0
56,19,2.9,1.7
11,2,5.5,3.0
1,1,1.0,1.0
1,1,1.0,1.0
1,1,1.0,1.0
3,3,1.0,1.0
1,1,1.0,1.0
124,15,8.3,3.3
1,1,1.0,1.0
4,4,1.0,1.0
1,1,1.0,1.0
1,1,1.0,1.0
1,1,1.0,1.0
3,2,1.5,1.5
1,1,1.0,1.0
1,1,1.0,1.0
5,3,1.7,1.7
1,1,1.0,1.0
1,1,1.0,1.0
9,8,1.1,1.1
6,6,1.0,1.0
1,1,1.0,1.0
22,13,1.7,1.6
3,3,1.0,1.0
2,2,1.0,1.0
1,1,1.0,1.0
1,1,1.0,1.0
4,4,1.0,1.0
20,15,1.3,1.3
14,14,1.0,1.0
27,7,3.9,2.7
2,1,2.0,2.0
1,1,1.0,1.0
4,2,2.0,2.0
1,1,1.0,1.0
19,14,1.4,1.4
185,31,6.0,3.0
1,1,1.0,1.0
35,10,3.5,2.2
2,1,2.0,2.0
34,11,3.1,2.7
1,1,1.0,1.0
3,3,1.0,1.0
1,1,1.0,1.0
12,8,1.5,1.5
8,3,2.7,2.3
2,2,1.0,1.0
1,1,1.0,1.0
3,3,1.0,1.0
8,8,1.0,1.0
3,2,1.5,1.5
1,1,1.0,1.0
4,4,1.0,1.0
1,1,1.0,1.0
1,1,1.0,1.0
3,1,3.0,2.0
52,12,4.3,2.5
10,3,3.3,3.3
1,1,1.0,1.0
2,2,1.0,1.0
1,1,1.0,1.0
6,3,2.0,2.0
1,1,1.0,1.0
1,1,1.0,1.0
1,1,1.0,1.0
1,1,1.0,1.0
10,5,2.0,1.8
3,2,1.5,1.5
1,1,1.0,1.0
1,1,1.0,1.0
48,14,3.4,2.9
19,14,1.4,1.4
1,1,1.0,1.0
2,1,2.0,2.0
1,1,1.0,1.0
23,13,1.8,1.8
1,1,1.0,1.0
3,2,1.5,1.5
1,1,1.0,1.0
14,6,2.3,2.0
16,9,1.8,1.6
2,2,1.0,1.0
11,8,1.4,1.4
39,18,2.2,1.6
2,2,1.0,1.0
4,3,1.3,1.3
1,1,1.0,1.0
54,11,4.9,3.2
3,3,1.0,1.0
2,1,2.0,2.0
1,1,1.0,1.0
1,1,1.0,1.0
4,2,2.0,1.5
5,2,2.5,2.5
4,3,1.3,1.3
1,1,1.0,1.0
2,2,1.0,1.0
1,1,1.0,1.0
1,1,1.0,1.0
5,5,1.0,1.0
2,2,1.0,1.0
1,1,1.0,1.0
7,6,1.2,1.2
4,4,1.0,1.0
1,1,1.0,1.0
3,3,1.0,1.0
5,3,1.7,1.7
1,1,1.0,1.0
27,14,1.9,1.9
1,1,1.0,1.0
1,1,1.0,1.0
2,2,1.0,1.0
1,1,1.0,1.0
1,1,1.0,1.0
3,3,1.0,1.0
7,6,1.2,1.2
3,1,3.0,3.0
2,2,1.0,1.0
4,1,4.0,3.0
1,1,1.0,1.0
23,6,3.8,2.8
7,7,1.0,1.0
1,1,1.0,1.0
3,2,1.5,1.5
33,12,2.8,2.5
208,57,3.6,1.8
1,1,1.0,1.0
3,3,1.0,1.0
6,6,1.0,1.0
3,2,1.5,1.5
2,2,1.0,1.0
10,5,2.0,2.0
11,5,2.2,1.6
1,1,1.0,1.0
1,1,1.0,1.0
8,5,1.6,1.4
2,2,1.0,1.0
3,3,1.0,1.0
7,5,1.4,1.4
88,37,2.4,1.8
2,1,2.0,2.0
23,8,2.9,1.9
1,1,1.0,1.0
1,1,1.0,1.0
1,1,1.0,1.0
2,2,1.0,1.0
1,1,1.0,1.0
1,1,1.0,1.0
1,1,1.0,1.0
4,3,1.3,1.3
1,1,1.0,1.0
10,4,2.5,1.5
6,5,1.2,1.2
17,5,3.4,2.2
11,6,1.8,1.7
1,1,1.0,1.0
1,1,1.0,1.0
1,1,1.0,1.0
2,1,2.0,2.0
2,1,2.0,2.0
1,1,1.0,1.0
3,3,1.0,1.0
1,1,1.0,1.0
2,1,2.0,2.0
2,1,2.0,2.0
1,1,1.0,1.0
2,1,2.0,2.0
4,2,2.0,2.0
1,1,1.0,1.0
1,1,1.0,1.0
2,1,2.0,2.0
4,2,2.0,2.0
7,6,1.2,1.2
24,10,2.4,2.0
5,5,1.0,1.0
6,3,2.0,1.7
20,5,4.0,3.6
1,1,1.0,1.0
1,1,1.0,1.0
3,3,1.0,1.0
10,8,1.2,1.2
1,1,1.0,1.0
9,3,3.0,2.3
3,2,1.5,1.5
6,5,1.2,1.2
1,1,1.0,1.0
9,3,3.0,2.7
4,3,1.3,1.3
1,1,1.0,1.0
1,1,1.0,1.0
4,4,1.0,1.0
2,1,2.0,2.0
539,125,4.3,2.3
4,4,1.0,1.0
2,2,1.0,1.0
2,2,1.0,1.0
1,1,1.0,1.0
1,1,1.0,1.0
1,1,1.0,1.0
9,4,2.2,2.2
2,1,2.0,2.0
1,1,1.0,1.0
2,2,1.0,1.0
1,1,1.0,1.0
3,2,1.5,1.5
1,1,1.0,1.0
1,1,1.0,1.0
1,1,1.0,1.0
4,2,2.0,2.0
1,1,1.0,1.0
6,6,1.0,1.0
22,14,1.5714285714285714,1.2142857142857142
5,3,1.6666666666666667,1.3333333333333333
68,66,1.0303030303030303,1.0303030303030303
6,6,1.0,1.0
1,1,1.0,1.0
82,74,1.1081081081081081,1.0810810810810811
1,1,1.0,1.0
52,42,1.2380952380952381,1.1904761904761905
2,2,1.0,1.0
2,2,1.0,1.0
1,1,1.0,1.0
2,2,1.0,1.0
1,1,1.0,1.0
1,1,1.0,1.0
19,4,4.75,3.5
4,2,2.0,2.0
92,66,1.393939393939394,1.303030303030303
7,5,1.4,1.4
12,5,2.4,2.0
4,2,2.0,2.0
1,1,1.0,1.0
5,3,1.6666666666666667,1.6666666666666667
4,3,1.3333333333333333,1.3333333333333333
3,3,1.0,1.0
78,70,1.1142857142857143,1.1
13,7,1.8571428571428572,1.8571428571428572
1,1,1.0,1.0
7,4,1.75,1.5
1,1,1.0,1.0
35,35,1.0,1.0
9,4,2.25,2.0
1,1,1.0,1.0
4,4,1.0,1.0
4,4,1.0,1.0
9,9,1.0,1.0
3,1,3.0,3.0
8,3,2.6666666666666665,1.6666666666666667
1,1,1.0,1.0
2,1,2.0,2.0
71,21,3.380952380952381,1.8095238095238095
5,5,1.0,1.0
4,4,1.0,1.0
1,1,1.0,1.0
1,1,1.0,1.0
1,1,1.0,1.0
3,2,1.5,1.5
286,89,3.2134831460674156,1.7303370786516854
8,5,1.6,1.6
3,3,1.0,1.0
