total_comments,root_degree,avg_tree_size,avg_depth
1,1,1.0,1.0
209,64,3.3,1.9
2,2,1.0,1.0
7,5,1.4,1.2
1,1,1.0,1.0
1,1,1.0,1.0
90,30,3.0,1.8
1,1,1.0,1.0
3,1,3.0,3.0
1,1,1.0,1.0
1,1,1.0,1.0
57,15,3.8,2.5
4,1,4.0,4.0
5,5,1.0,1.0
12,8,1.5,1.4
1,1,1.0,1.0
1,1,1.0,1.0
1,1,1.0,1.0
27,11,2.5,1.7
114,58,2.0,1.4
1,1,1.0,1.0
1,1,1.0,1.0
1,1,1.0,1.0
1,1,1.0,1.0
1,1,1.0,1.0
1,1,1.0,1.0
1,1,1.0,1.0
15,3,5.0,3.7
1,1,1.0,1.0
15,10,1.5,1.4
1,1,1.0,1.0
1,1,1.0,1.0
2,2,1.0,1.0
2,1,2.0,2.0
2,2,1.0,1.0
12,5,2.4,2.2
2,2,1.0,1.0
4,3,1.3,1.3
2,2,1.0,1.0
1,1,1.0,1.0
1,1,1.0,1.0
6,1,6.0,5.0
21,7,3.0,1.9
7,7,1.0,1.0
1,1,1.0,1.0
1,1,1.0,1.0
8,7,1.1,1.1
1,1,1.0,1.0
4,3,1.3,1.3
6,4,1.5,1.5
3,2,1.5,1.5
1,1,1.0,1.0
2,1,2.0,2.0
1,1,1.0,1.0
14,7,2.0,1.9
1,1,1.0,1.0
3,2,1.5,1.5
5,3,1.7,1.3
1,1,1.0,1.0
1,1,1.0,1.0
1,1,1.0,1.0
43,6,7.2,3.7
2,2,1.0,1.0
12,6,2.0,2.0
448,101,4.4,1.8
1,1,1.0,1.0
1,1,1.0,1.0
1,1,1.0,1.0
16,7,2.3,2.0
4,4,1.0,1.0
22,10,2.2,1.8
1,1,1.0,1.0
2,2,1.0,1.0
1,1,1.0,1.0
1,1,1.0,1.0
4,4,1.0,1.0
1,1,1.0,1.0
1,1,1.0,1.0
1,1,1.0,1.0
1,1,1.0,1.0
1,1,1.0,1.0
17,11,1.5,1.4
9,2,4.5,2.0
1,1,1.0,1.0
4,3,1.3,1.3
32,10,3.2,2.1
1,1,1.0,1.0
11,4,2.8,2.2
19,7,2.7,2.0
200,66,3.0,1.9
16,8,2.0,1.5
41,35,1.2,1.1
2,2,1.0,1.0
1,1,1.0,1.0
24,2,12.0,3.5
5,2,2.5,2.5
12,4,3.0,2.5
2,1,2.0,2.0
2,2,1.0,1.0
1,1,1.0,1.0
1,1,1.0,1.0
1,1,1.0,1.0
1,1,1.0,1.0
29,8,3.6,2.2
2,2,1.0,1.0
327,61,5.4,2.1
40,8,5.0,2.9
2,2,1.0,1.0
2,1,2.0,2.0
19,6,3.2,2.5
1,1,1.0,1.0
22,7,3.1,2.9
1,1,1.0,1.0
4,4,1.0,1.0
2,1,2.0,2.0
15,6,2.5,2.0
4,2,2.0,2.0
12,8,1.5,1.5
4,4,1.0,1.0
103,40,2.6,1.7
2,2,1.0,1.0
11,6,1.8,1.8
1,1,1.0,1.0
1,1,1.0,1.0
1,1,1.0,1.0
1,1,1.0,1.0
47,25,1.9,1.6
2,1,2.0,2.0
6,5,1.2,1.2
7,1,7.0,4.0
1,1,1.0,1.0
1,1,1.0,1.0
1,1,1.0,1.0
8,7,1.1,1.1
1,1,1.0,1.0
2,2,1.0,1.0
1,1,1.0,1.0
2,1,2.0,2.0
1,1,1.0,1.0
14,7,2.0,2.0
1,1,1.0,1.0
7,5,1.4,1.4
1,1,1.0,1.0
240,46,5.2,2.6
1,1,1.0,1.0
6,5,1.2,1.2
14,7,2.0,1.7
13,10,1.3,1.3
1,1,1.0,1.0
9,6,1.5,1.5
2,2,1.0,1.0
14,7,2.0,1.6
19,8,2.4,1.8
1,1,1.0,1.0
2,2,1.0,1.0
10,6,1.7,1.7
3,2,1.5,1.5
7,6,1.2,1.2
2,2,1.0,1.0
52,14,3.7,2.0
1,1,1.0,1.0
121,36,3.4,2.1
272,125,2.2,1.5
2,2,1.0,1.0
6,4,1.5,1.5
7,4,1.8,1.5
3,3,1.0,1.0
13,10,1.3,1.2
7,6,1.2,1.2
1,1,1.0,1.0
51,21,2.4,2.0
2,1,2.0,2.0
1,1,1.0,1.0
1,1,1.0,1.0
1,1,1.0,1.0
1,1,1.0,1.0
156,29,5.4,2.9
2,1,2.0,2.0
26,18,1.4,1.4
1,1,1.0,1.0
1,1,1.0,1.0
1,1,1.0,1.0
58,26,2.2,1.7
1,1,1.0,1.0
4,3,1.3,1.3
1,1,1.0,1.0
1,1,1.0,1.0
8,5,1.6,1.6
1,1,1.0,1.0
3,3,1.0,1.0
1,1,1.0,1.0
3,2,1.5,1.5
13,7,1.9,1.7
2,1,2.0,2.0
41,17,2.4,1.6
5,3,1.7,1.3
2,1,2.0,2.0
1,1,1.0,1.0
2,2,1.0,1.0
5,3,1.7,1.7
14,9,1.6,1.3
1,1,1.0,1.0
2,1,2.0,2.0
2,1,2.0,2.0
2,2,1.0,1.0
5,3,1.7,1.3
18,12,1.5,1.4
3,3,1.0,1.0
4,3,1.3,1.3
30,10,3.0,2.7
1,1,1.0,1.0
3,1,3.0,3.0
1,1,1.0,1.0
5,2,2.5,2.5
1,1,1.0,1.0
8,8,1.0,1.0
6,4,1.5,1.5
7,4,1.8,1.5
3,3,1.0,1.0
23,15,1.5,1.4
14,8,1.8,1.5
33,12,2.8,2.2
5,5,1.0,1.0
4,4,1.0,1.0
7,2,3.5,2.0
16,13,1.2,1.2
1,1,1.0,1.0
41,23,1.8,1.5
25,11,2.3,2.0
32,10,3.2,2.2
1,1,1.0,1.0
10,8,1.2,1.2
81,22,3.7,2.8
3,2,1.5,1.5
2,1,2.0,2.0
9,6,1.5,1.5
2,1,2.0,2.0
3,3,1.0,1.0
3,3,1.0,1.0
6,2,3.0,3.0
3,3,1.0,1.0
4,4,1.0,1.0
23,7,3.3,1.9
26,9,2.9,2.3
14,4,3.5,2.8
29,13,2.2,1.8
8,3,2.7,2.3
16,9,1.8,1.6
2,1,2.0,2.0
4,2,2.0,2.0
1,1,1.0,1.0
1,1,1.0,1.0
1,1,1.0,1.0
1,1,1.0,1.0
32,12,2.7,1.8
1,1,1.0,1.0
7,4,1.8,1.8
1,1,1.0,1.0
1,1,1.0,1.0
5,1,5.0,2.0
1,1,1.0,1.0
1,1,1.0,1.0
120,68,1.8,1.3
5,3,1.7,1.7
5,3,1.7,1.7
1,1,1.0,1.0
1,1,1.0,1.0
2,2,1.0,1.0
1,1,1.0,1.0
18,15,1.2,1.1
1,1,1.0,1.0
1,1,1.0,1.0
3,1,3.0,3.0
1,1,1.0,1.0
2,2,1.0,1.0
2,2,1.0,1.0
1,1,1.0,1.0
6,6,1.0,1.0
1,1,1.0,1.0
2,2,1.0,1.0
2,2,1.0,1.0
1,1,1.0,1.0
4,1,4.0,3.0
1,1,1.0,1.0
1,1,1.0,1.0
3,3,1.0,1.0
5,4,1.2,1.2
8,5,1.6,1.6
17,12,1.4,1.4
8,8,1.0,1.0
1,1,1.0,1.0
5,4,1.2,1.2
1,1,1.0,1.0
8,6,1.3,1.2
74,39,1.9,1.6
4,4,1.0,1.0
3,3,1.0,1.0
1,1,1.0,1.0
3,2,1.5,1.5
7,6,1.2,1.2
1,1,1.0,1.0
1,1,1.0,1.0
64,19,3.4,2.7
1,1,1.0,1.0
91,33,2.8,1.8
1,1,1.0,1.0
1,1,1.0,1.0
1,1,1.0,1.0
1,1,1.0,1.0
2,2,1.0,1.0
1,1,1.0,1.0
6,1,6.0,6.0
6,5,1.2,1.2
3,2,1.5,1.5
3,3,1.0,1.0
1,1,1.0,1.0
8,6,1.3,1.3
92,27,3.4,2.4
5,5,1.0,1.0
1,1,1.0,1.0
8,7,1.1,1.1
312,77,4.1,1.9
3,2,1.5,1.5
16,14,1.1,1.1
3,3,1.0,1.0
1,1,1.0,1.0
1,1,1.0,1.0
3,1,3.0,3.0
1,1,1.0,1.0
4,4,1.0,1.0
2,2,1.0,1.0
1,1,1.0,1.0
1,1,1.0,1.0
1,1,1.0,1.0
6,6,1.0,1.0
1,1,1.0,1.0
2,1,2.0,2.0
4,1,4.0,4.0
6,3,2.0,2.0
1,1,1.0,1.0
13,8,1.6,1.6
49,20,2.4,2.0
14,10,1.4,1.3
1,1,1.0,1.0
2,1,2.0,2.0
4,4,1.0,1.0
1,1,1.0,1.0
4,2,2.0,2.0
1,1,1.0,1.0
1,1,1.0,1.0
10,5,2.0,1.8
1,1,1.0,1.0
17,7,2.4,2.3
6,4,1.5,1.5
4,3,1.3,1.3
1,1,1.0,1.0
1,1,1.0,1.0
1,1,1.0,1.0
1,1,1.0,1.0
1,1,1.0,1.0
12,4,3.0,2.2
4,1,4.0,4.0
2,1,2.0,2.0
7,7,1.0,1.0
15,6,2.5,2.0
1,1,1.0,1.0
1,1,1.0,1.0
13,6,2.2,2.0
1,1,1.0,1.0
1,1,1.0,1.0
2,1,2.0,2.0
2,1,2.0,2.0
2,1,2.0,2.0
5,3,1.7,1.7
12,6,2.0,1.5
1,1,1.0,1.0
1,1,1.0,1.0
2,1,2.0,2.0
1,1,1.0,1.0
1,1,1.0,1.0
8,7,1.1,1.1
1,1,1.0,1.0
2,2,1.0,1.0
7,3,2.3,2.0
1,1,1.0,1.0
1,1,1.0,1.0
2,2,1.0,1.0
1,1,1.0,1.0
2,1,2.0,2.0
8,6,1.3,1.3
1,1,1.0,1.0
10,6,1.7,1.7
1,1,1.0,1.0
104,9,11.6,4.9
26,10,2.6,2.1
7,7,1.0,1.0
1,1,1.0,1.0
7,7,1.0,1.0
1,1,1.0,1.0
2,2,1.0,1.0
4,4,1.0,1.0
1,1,1.0,1.0
2,1,2.0,2.0
1,1,1.0,1.0
1,1,1.0,1.0
9,5,1.8,1.4
2,2,1.0,1.0
1,1,1.0,1.0
18,8,2.2,2.2
10,3,3.3,3.3
2,2,1.0,1.0
5,4,1.2,1.2
1,1,1.0,1.0
1,1,1.0,1.0
7,6,1.2,1.2
21,9,2.3,1.7
62,19,3.3,1.7
220,79,2.8,2.0
3,3,1.0,1.0
4,4,1.0,1.0
2,2,1.0,1.0
1,1,1.0,1.0
16,5,3.2,2.4
2,2,1.0,1.0
2,2,1.0,1.0
16,5,3.2,2.4
6,1,6.0,4.0
1,1,1.0,1.0
2,2,1.0,1.0
11,4,2.8,2.2
17,7,2.4,1.6
1,1,1.0,1.0
3,2,1.5,1.5
6,3,2.0,2.0
10,6,1.7,1.7
22,13,1.7,1.6
1,1,1.0,1.0
35,15,2.3,2.1
4,2,2.0,2.0
21,13,1.6,1.6
4,2,2.0,1.5
1,1,1.0,1.0
1,1,1.0,1.0
5,3,1.7,1.7
78,29,2.7,1.9
6,2,3.0,3.0
11,3,3.7,3.7
8,6,1.3,1.3
1,1,1.0,1.0
8,3,2.7,2.3
6,3,2.0,2.0
1,1,1.0,1.0
1,1,1.0,1.0
1,1,1.0,1.0
1,1,1.0,1.0
4,3,1.3,1.3
1,1,1.0,1.0
30,20,1.5,1.4
9,5,1.8,1.4
11,6,1.8,1.5
1,1,1.0,1.0
33,10,3.3,2.3
16,4,4.0,3.0
7,2,3.5,3.0
1,1,1.0,1.0
4,4,1.0,1.0
2,1,2.0,2.0
106,59,1.8,1.4
1,1,1.0,1.0
17,7,2.4,2.1
6,4,1.5,1.5
22,17,1.3,1.3
10,8,1.2,1.2
4,2,2.0,1.5
1,1,1.0,1.0
3,3,1.0,1.0
5,4,1.2,1.2
3,3,1.0,1.0
1,1,1.0,1.0
5,4,1.2,1.2
3,3,1.0,1.0
1,1,1.0,1.0
1,1,1.0,1.0
3,2,1.5,1.5
1,1,1.0,1.0
7,2,3.5,2.5
1,1,1.0,1.0
12,8,1.5,1.5
3,2,1.5,1.5
2,2,1.0,1.0
2,1,2.0,2.0
7,5,1.4,1.4
4,3,1.3,1.3
19,9,2.1,1.8
4,2,2.0,2.0
6,4,1.5,1.5
1,1,1.0,1.0
3,2,1.5,1.5
3,3,1.0,1.0
2,2,1.0,1.0
9,3,3.0,2.7
7,2,3.5,3.0
1,1,1.0,1.0
5,5,1.0,1.0
9,6,1.5,1.5
2,2,1.0,1.0
9,4,2.2,2.0
14,6,2.3,2.3
45,26,1.7,1.5
12,7,1.7,1.7
4,3,1.3,1.3
1,1,1.0,1.0
4,4,1.0,1.0
1,1,1.0,1.0
1,1,1.0,1.0
1,1,1.0,1.0
1,1,1.0,1.0
1,1,1.0,1.0
15,9,1.7,1.3
10,7,1.4,1.3
3,3,1.0,1.0
1,1,1.0,1.0
10,6,1.7,1.5
7,7,1.0,1.0
8,1,8.0,5.0
1,1,1.0,1.0
6,4,1.5,1.5
6,4,1.5,1.5
2,1,2.0,2.0
1,1,1.0,1.0
2,2,1.0,1.0
1,1,1.0,1.0
7,6,1.2,1.2
1,1,1.0,1.0
22,7,3.1,1.7
1,1,1.0,1.0
5,3,1.7,1.7
43,8,5.4,3.2
8,3,2.7,2.7
2,2,1.0,1.0
20,13,1.5,1.5
1,1,1.0,1.0
14,3,4.7,4.0
13,10,1.3,1.3
1,1,1.0,1.0
1,1,1.0,1.0
5,2,2.5,2.5
1,1,1.0,1.0
15,11,1.4,1.1
1,1,1.0,1.0
2,1,2.0,2.0
2,1,2.0,2.0
1,1,1.0,1.0
1,1,1.0,1.0
21,14,1.5,1.4
46,12,3.8,2.8
1,1,1.0,1.0
7,5,1.4,1.4
1,1,1.0,1.0
1,1,1.0,1.0
1,1,1.0,1.0
2,2,1.0,1.0
2,2,1.0,1.0
15,10,1.5,1.5
1,1,1.0,1.0
1,1,1.0,1.0
2,1,2.0,2.0
30,12,2.5,2.0
2,2,1.0,1.0
15,10,1.5,1.4
1,1,1.0,1.0
2,2,1.0,1.0
23,6,3.8,2.8
4,1,4.0,3.0
95,54,1.8,1.4
1,1,1.0,1.0
2,2,1.0,1.0
2,2,1.0,1.0
4,3,1.3,1.3
14,9,1.6,1.4
30,8,3.8,3.2
3,2,1.5,1.5
41,18,2.3,2.0
1,1,1.0,1.0
12,9,1.3,1.3
7,4,1.8,1.8
6,3,2.0,2.0
1,1,1.0,1.0
42,22,1.9,1.7
7,5,1.4,1.4
4,2,2.0,1.5
7,4,1.8,1.8
5,5,1.0,1.0
1,1,1.0,1.0
1,1,1.0,1.0
18,11,1.6,1.5
4,4,1.0,1.0
2,1,2.0,2.0
19,5,3.8,2.4
3,2,1.5,1.5
58,19,3.1,2.6
1,1,1.0,1.0
2,2,1.0,1.0
9,8,1.1,1.1
1,1,1.0,1.0
209,49,4.3,2.1
1,1,1.0,1.0
6,6,1.0,1.0
1,1,1.0,1.0
5,4,1.2,1.2
2,1,2.0,2.0
2,2,1.0,1.0
1,1,1.0,1.0
10,7,1.4,1.4
5,4,1.2,1.2
25,17,1.5,1.4
6,4,1.5,1.5
113,26,4.3,3.0
1,1,1.0,1.0
1,1,1.0,1.0
1,1,1.0,1.0
1,1,1.0,1.0
46,20,2.3,1.8
8,1,8.0,6.0
10,7,1.4,1.4
1,1,1.0,1.0
1,1,1.0,1.0
2,2,1.0,1.0
1,1,1.0,1.0
203,77,2.6,1.7
4,4,1.0,1.0
16,10,1.6,1.5
235,52,4.5,2.2
31,17,1.8,1.7
19,13,1.5,1.4
4,4,1.0,1.0
5,1,5.0,5.0
2,2,1.0,1.0
311,72,4.3,2.6
11,6,1.8,1.7
1,1,1.0,1.0
236,83,2.8,1.9
2,2,1.0,1.0
5,3,1.7,1.7
2,1,2.0,2.0
1,1,1.0,1.0
2,1,2.0,2.0
9,8,1.1,1.1
1,1,1.0,1.0
1,1,1.0,1.0
1,1,1.0,1.0
1,1,1.0,1.0
40,16,2.5,2.2
1,1,1.0,1.0
1,1,1.0,1.0
13,12,1.1,1.1
1,1,1.0,1.0
15,2,7.5,4.5
1,1,1.0,1.0
1,1,1.0,1.0
1,1,1.0,1.0
6,4,1.5,1.5
1,1,1.0,1.0
13,3,4.3,2.3
6,6,1.0,1.0
28,14,2.0,1.6
1,1,1.0,1.0
109,28,3.9,2.2
7,2,3.5,2.5
2,2,1.0,1.0
73,21,3.5,2.2
41,5,8.2,7.6
8,3,2.7,2.3
9,6,1.5,1.3
5,5,1.0,1.0
32,12,2.7,2.2
6,3,2.0,1.7
11,4,2.8,2.0
17,7,2.4,2.3
1,1,1.0,1.0
31,5,6.2,3.4
1,1,1.0,1.0
66,13,5.1,3.2
1,1,1.0,1.0
1,1,1.0,1.0
1,1,1.0,1.0
2,2,1.0,1.0
9,7,1.3,1.1
4,1,4.0,4.0
191,103,1.9,1.5
2,1,2.0,2.0
2,1,2.0,2.0
2,1,2.0,2.0
1,1,1.0,1.0
79,14,5.6,2.7
1,1,1.0,1.0
1,1,1.0,1.0
15,8,1.9,1.9
15,10,1.5,1.5
6,5,1.2,1.2
19,7,2.7,1.9
20,10,2.0,1.7
2,2,1.0,1.0
1,1,1.0,1.0
3,2,1.5,1.5
36,15,2.4,1.5
9,2,4.5,4.0
1,1,1.0,1.0
1,1,1.0,1.0
131,26,5.0,2.4
5,2,2.5,2.5
1,1,1.0,1.0
7,3,2.3,2.3
317,43,7.4,2.9
4,3,1.3,1.3
1,1,1.0,1.0
343,120,2.9,1.6
57,9,6.3,4.0
1,1,1.0,1.0
2,2,1.0,1.0
4,4,1.0,1.0
1,1,1.0,1.0
12,9,1.3,1.2
1,1,1.0,1.0
14,6,2.3,2.2
7,6,1.2,1.2
1,1,1.0,1.0
2,1,2.0,2.0
1,1,1.0,1.0
1,1,1.0,1.0
2,1,2.0,2.0
2,1,2.0,2.0
2,1,2.0,2.0
2,1,2.0,2.0
2,1,2.0,2.0
2,1,2.0,2.0
114,42,2.7,2.0
6,6,1.0,1.0
36,9,4.0,2.9
2,2,1.0,1.0
10,5,2.0,1.8
4,4,1.0,1.0
5,2,2.5,2.5
1,1,1.0,1.0
1,1,1.0,1.0
76,17,4.5,2.9
3,2,1.5,1.5
29,9,3.2,2.8
119,49,2.4,1.9
12,2,6.0,4.0
1,1,1.0,1.0
17,9,1.9,1.7
1,1,1.0,1.0
37,8,4.6,3.1
22,8,2.8,2.1
3,2,1.5,1.5
3,3,1.0,1.0
150,41,3.7,2.1
7,1,7.0,5.0
1,1,1.0,1.0
1,1,1.0,1.0
10,9,1.1,1.1
1,1,1.0,1.0
8,2,4.0,4.0
25,16,1.6,1.5
2,2,1.0,1.0
1,1,1.0,1.0
1,1,1.0,1.0
1,1,1.0,1.0
3,2,1.5,1.5
1,1,1.0,1.0
6,4,1.5,1.5
1,1,1.0,1.0
18,5,3.6,3.4
1,1,1.0,1.0
1,1,1.0,1.0
3,2,1.5,1.5
18,6,3.0,2.3
1,1,1.0,1.0
184,33,5.6,2.5
2,2,1.0,1.0
1,1,1.0,1.0
1,1,1.0,1.0
1,1,1.0,1.0
3,3,1.0,1.0
3,3,1.0,1.0
2,2,1.0,1.0
1,1,1.0,1.0
3,2,1.5,1.5
5,2,2.5,2.0
1,1,1.0,1.0
1,1,1.0,1.0
6,1,6.0,4.0
3,3,1.0,1.0
8,2,4.0,3.5
2,2,1.0,1.0
352,45,7.8,2.3
6,1,6.0,5.0
1,1,1.0,1.0
22,5,4.4,3.6
11,8,1.4,1.2
1,1,1.0,1.0
526,102,5.2,2.2
1,1,1.0,1.0
9,5,1.8,1.8
1,1,1.0,1.0
1,1,1.0,1.0
1,1,1.0,1.0
8,4,2.0,2.0
1,1,1.0,1.0
8,4,2.0,1.8
10,6,1.7,1.7
1,1,1.0,1.0
4,3,1.3,1.3
23,16,1.4,1.4
4,3,1.3,1.3
1,1,1.0,1.0
2,1,2.0,2.0
1,1,1.0,1.0
2,1,2.0,2.0
1,1,1.0,1.0
17,12,1.4,1.4
1,1,1.0,1.0
1,1,1.0,1.0
1,1,1.0,1.0
59,25,2.4,1.8
1,1,1.0,1.0
4,3,1.3,1.3
4,3,1.3,1.3
22,9,2.4,1.8
18,6,3.0,2.2
1,1,1.0,1.0
1,1,1.0,1.0
26,9,2.9,2.0
1,1,1.0,1.0
92,18,5.1,2.5
7,6,1.2,1.2
27,6,4.5,3.5
1,1,1.0,1.0
170,31,5.5,3.0
12,3,4.0,2.3
3,2,1.5,1.5
9,4,2.2,1.8
1,1,1.0,1.0
72,11,6.5,3.2
175,78,2.2,1.7
19,9,2.1,1.9
1,1,1.0,1.0
18,11,1.6,1.6
1,1,1.0,1.0
20,5,4.0,3.0
20,12,1.7,1.5
1,1,1.0,1.0
3,2,1.5,1.5
21,13,1.6,1.3
5,2,2.5,2.5
5,4,1.2,1.2
1,1,1.0,1.0
1,1,1.0,1.0
15,5,3.0,2.6
15,11,1.4,1.3
26,18,1.4,1.4
3,2,1.5,1.5
1,1,1.0,1.0
224,55,4.1,2.1
4,2,2.0,2.0
3,2,1.5,1.5
1,1,1.0,1.0
5,3,1.7,1.7
2,1,2.0,2.0
1,1,1.0,1.0
3,2,1.5,1.5
15,6,2.5,2.0
3,2,1.5,1.5
2,1,2.0,2.0
2,1,2.0,2.0
4,2,2.0,2.0
8,6,1.3,1.3
1,1,1.0,1.0
1,1,1.0,1.0
3,2,1.5,1.5
73,40,1.8,1.6
2,2,1.0,1.0
2,2,1.0,1.0
85,31,2.7,2.2
1,1,1.0,1.0
2,1,2.0,2.0
5,4,1.2,1.2
1,1,1.0,1.0
4,3,1.3,1.3
1,1,1.0,1.0
14,3,4.7,2.3
7,1,7.0,7.0
13,4,3.2,2.8
8,2,4.0,4.0
372,92,4.0,1.8
55,31,1.8,1.6
13,12,1.1,1.1
6,5,1.2,1.2
1,1,1.0,1.0
1,1,1.0,1.0
107,25,4.3,3.0
1,1,1.0,1.0
18,3,6.0,4.0
10,6,1.7,1.7
10,9,1.1,1.1
10,7,1.4,1.4
2,2,1.0,1.0
37,12,3.1,2.5
6,5,1.2,1.2
2,2,1.0,1.0
1,1,1.0,1.0
11,5,2.2,2.0
1,1,1.0,1.0
1,1,1.0,1.0
1,1,1.0,1.0
7,2,3.5,2.5
1,1,1.0,1.0
1,1,1.0,1.0
2,1,2.0,2.0
1,1,1.0,1.0
2,2,1.0,1.0
1,1,1.0,1.0
1,1,1.0,1.0
1,1,1.0,1.0
39,7,5.6,3.1
15,10,1.5,1.4
1,1,1.0,1.0
26,17,1.5,1.5
16,13,1.2,1.2
11,1,11.0,11.0
3,2,1.5,1.5
6,2,3.0,2.5
2,2,1.0,1.0
10,6,1.7,1.7
12,8,1.5,1.5
83,37,2.2,1.8
1,1,1.0,1.0
6,5,1.2,1.2
2,2,1.0,1.0
1,1,1.0,1.0
1,1,1.0,1.0
213,28,7.6,3.6
175,86,2.0,1.6
1,1,1.0,1.0
1,1,1.0,1.0
23,12,1.9,1.8
8,6,1.3,1.3
1,1,1.0,1.0
10,7,1.4,1.4
2,2,1.0,1.0
1,1,1.0,1.0
2,1,2.0,2.0
12,5,2.4,2.4
1,1,1.0,1.0
13,7,1.9,1.4
3,2,1.5,1.5
1,1,1.0,1.0
2,1,2.0,2.0
1,1,1.0,1.0
1,1,1.0,1.0
6,4,1.5,1.5
1,1,1.0,1.0
1,1,1.0,1.0
8,6,1.3,1.3
1,1,1.0,1.0
1,1,1.0,1.0
2,1,2.0,2.0
8,2,4.0,2.0
1,1,1.0,1.0
25,15,1.7,1.4
17,8,2.1,2.0
23,9,2.6,2.1
10,1,10.0,10.0
1,1,1.0,1.0
1,1,1.0,1.0
1,1,1.0,1.0
4,3,1.3,1.3
34,12,2.8,2.2
1,1,1.0,1.0
7,5,1.4,1.4
2,1,2.0,2.0
2,1,2.0,2.0
13,4,3.2,2.8
1,1,1.0,1.0
84,13,6.5,3.1
2,1,2.0,2.0
22,14,1.6,1.4
2,2,1.0,1.0
1,1,1.0,1.0
12,7,1.7,1.6
38,20,1.9,1.8
4,3,1.3,1.3
61,15,4.1,2.3
2,1,2.0,2.0
1,1,1.0,1.0
2,1,2.0,2.0
1,1,1.0,1.0
50,15,3.3,1.9
1,1,1.0,1.0
1,1,1.0,1.0
20,14,1.4,1.4
2,1,2.0,2.0
5,4,1.2,1.2
9,8,1.1,1.1
1,1,1.0,1.0
22,14,1.6,1.4
1,1,1.0,1.0
3,2,1.5,1.5
19,14,1.4,1.3
2,2,1.0,1.0
1,1,1.0,1.0
1,1,1.0,1.0
18,5,3.6,2.2
4,4,1.0,1.0
4,1,4.0,3.0
2,1,2.0,2.0
1,1,1.0,1.0
1,1,1.0,1.0
1,1,1.0,1.0
21,16,1.3,1.2
5,2,2.5,2.0
1,1,1.0,1.0
2,1,2.0,2.0
1,1,1.0,1.0
5,3,1.7,1.3
1,1,1.0,1.0
1,1,1.0,1.0
4,3,1.3,1.3
1,1,1.0,1.0
66,18,3.7,2.5
4,2,2.0,2.0
1,1,1.0,1.0
10,6,1.7,1.7
1,1,1.0,1.0
1,1,1.0,1.0
24,7,3.4,2.7
4,2,2.0,2.0
3,3,1.0,1.0
2,1,2.0,2.0
10,8,1.2,1.1
85,15,5.7,4.2
1,1,1.0,1.0
79,17,4.6,3.2
1,1,1.0,1.0
23,8,2.9,2.5
3,3,1.0,1.0
2,2,1.0,1.0
1,1,1.0,1.0
17,12,1.4,1.4
1,1,1.0,1.0
1,1,1.0,1.0
1,1,1.0,1.0
9,3,3.0,2.0
29,28,1.0,1.0
11,4,2.8,2.5
31,9,3.4,1.4
2,2,1.0,1.0
2,2,1.0,1.0
1,1,1.0,1.0
1,1,1.0,1.0
7,5,1.4,1.2
73,21,3.5,2.5
1,1,1.0,1.0
1,1,1.0,1.0
67,16,4.2,2.3
9,8,1.1,1.1
1,1,1.0,1.0
1,1,1.0,1.0
2,2,1.0,1.0
7,7,1.0,1.0
1,1,1.0,1.0
2,2,1.0,1.0
447,357,1.3,1.2
1,1,1.0,1.0
307,53,5.8,2.2
4,3,1.3,1.3
1,1,1.0,1.0
62,30,2.1,1.5
26,11,2.4,1.9
1,1,1.0,1.0
157,62,2.5,2.0
8,3,2.7,2.7
1,1,1.0,1.0
1,1,1.0,1.0
2,2,1.0,1.0
2,2,1.0,1.0
460,41,11.2,5.1
37,14,2.6,1.9
2,2,1.0,1.0
20,10,2.0,1.8
1,1,1.0,1.0
1,1,1.0,1.0
4,4,1.0,1.0
11,3,3.7,2.3
1,1,1.0,1.0
1,1,1.0,1.0
7,6,1.2,1.2
1,1,1.0,1.0
1,1,1.0,1.0
4,2,2.0,2.0
1,1,1.0,1.0
3,2,1.5,1.5
2,2,1.0,1.0
6,5,1.2,1.2
1,1,1.0,1.0
17,4,4.2,3.8
1,1,1.0,1.0
6,5,1.2,1.2
5,3,1.7,1.7
1,1,1.0,1.0
45,6,7.5,3.0
3,3,1.0,1.0
10,7,1.4,1.4
1,1,1.0,1.0
1,1,1.0,1.0
21,12,1.8,1.6
2,2,1.0,1.0
4,2,2.0,2.0
1,1,1.0,1.0
31,10,3.1,2.4
1,1,1.0,1.0
6,4,1.5,1.5
2,1,2.0,2.0
4,1,4.0,3.0
5,5,1.0,1.0
1,1,1.0,1.0
4,3,1.3,1.3
1,1,1.0,1.0
4,4,1.0,1.0
9,4,2.2,2.0
1,1,1.0,1.0
6,3,2.0,2.0
175,42,4.2,2.3
1,1,1.0,1.0
13,4,3.2,2.5
1,1,1.0,1.0
76,16,4.8,2.6
1,1,1.0,1.0
3,2,1.5,1.5
4,4,1.0,1.0
1,1,1.0,1.0
37,4,9.2,5.0
1,1,1.0,1.0
1,1,1.0,1.0
2,2,1.0,1.0
2,1,2.0,2.0
7,4,1.8,1.8
1,1,1.0,1.0
218,31,7.0,3.0
3,1,3.0,3.0
3,2,1.5,1.5
1,1,1.0,1.0
1,1,1.0,1.0
1,1,1.0,1.0
2,1,2.0,2.0
1,1,1.0,1.0
2,2,1.0,1.0
10,6,1.7,1.7
5,2,2.5,2.0
1,1,1.0,1.0
1,1,1.0,1.0
1,1,1.0,1.0
3,3,1.0,1.0
